北京市,朝阳区,北京尼克劳斯高尔夫俱乐部,北京朝阳区香江北路甲1号
北京市,朝阳区,北京翡翠湖国际高尔夫俱乐部,朝阳区金盏乡森林公园东1号
北京市,朝阳区,北京朝阳广济堂高尔夫俱乐部,北京市朝阳区农展南路
北京市,海淀区,北京燕西高尔夫俱乐部,北京市海淀区四季青巨山路
北京市,昌平区,北京红枫湖高尔夫俱乐部,北京市昌平区沙河镇白各庄村定泗路北侧
北京市,昌平区,北京净山胡体育休闲俱乐部,北京市昌平区小汤山镇顺沙路9号
北京市,通州区,北京绿洲丰盈高尔夫俱乐部,北京市通州区永乐店
北京市,房山区,北京一渡高尔夫乡村俱乐部,北京市房山区世界地质公园4A级风景区十渡一渡
北京市,房山区,北京提香高尔夫俱乐部,北京市房山区窦店锦绣路18号
北京市,顺义区,北京东方太阳城高尔夫俱乐部,北京市顺义区东方太阳城
北京市,平谷区,北京渔阳高尔夫俱乐部,北京市平谷区东高村镇大旺务村688号
北京市,密云区,北京君山高尔夫俱乐部,北京市密云县密溪路33号
天津市,滨海新区,天津生态城国际乡村俱乐部,天津市中新大道5681号（营城湖南岛）
天津市,武清区,天津天鹅湖高尔夫俱乐部,天津市武清开发区福源道20号
天津市,蓟县,天津蓟县盘山高尔夫俱乐部,天津蓟县燕山西大街706号
天津市,蓟县,天津峪景山地高尔夫俱乐部,天津市蓟县毛家峪长寿度假村
河北省,廊坊市,廊坊京津花园高尔夫球场,河北廊坊经济技术开发区京津花园
河北省,保定市,保定美庐庄园高尔夫球会,河北省保定市雄县白洋淀温泉城1号
河北省,秦皇岛市,秦皇岛滨海森林高尔夫俱乐部,河北秦皇岛黄金海岸风景区
河北省,秦皇岛市,秦皇岛松石高尔夫俱乐部,河北省秦皇岛市北戴河区海北路40号
河北省,秦皇岛市,秦皇岛阿那亚国际高尔夫俱乐部,河北省秦皇岛市昌黎县黄金海岸工业园
河北省,石家庄市,石家庄滹沱河高尔夫俱乐部,河北石家庄市滨河新区
河北省,石家庄市,石家庄世纪高尔夫俱乐部,河北省石家庄市东岗路79号
河北省,唐山市,曹妃甸湿地国际高尔夫俱乐部,河北省唐山市曹妃甸渤海大道11号
河北省,唐山市,曹妃湖体育公园,河北省唐山市唐海县七农场三队曹妃湖
河北省,张家口市,新东阳戴维营乡村俱乐部,河北省张家口市怀安县左卫镇金沙滩林
河南省,郑州市,圣安德鲁斯高尔夫俱乐部,河南省郑州中牟雁鸣湖生态风景区
河南省,郑州市,金沙湖国际高尔夫球会,河南省郑州经济技术开发区第八大街1号
河南省,郑州市,河南思念高尔夫球俱乐部,河南省郑州黄河南岸86号黄河大观四季温泉度
山东省,青岛市,青岛凯思乐高尔夫俱乐部,山东省平度市云山镇刘河甲
山东省,青岛市,青岛领海温泉高尔夫俱乐部,山东青岛即墨市鳌山卫
山东省,青岛市,青岛金山国际高尔夫俱乐部,山东青岛市即墨区金口镇金口大道
山东省,青岛市,青岛桃园江景高尔夫俱乐部,青岛市城阳区棘洪滩镇棘洪滩水库对面
山东省,威海市,威海文登天福国际度假山庄,山东威海·文登世纪大道168号
山东省,威海市,威海全球候鸟度假地高尔夫球场,山东威海文登南海新区
山东省,威海市,乳山银滩东方如意高尔夫球场,山东乳山银滩旅游度假区
山东省,烟台市,烟台南光高尔夫俱乐部（9洞）,山东烟台市开发区河滨路
山东省,潍坊市,潍坊浮烟山高尔夫俱乐部,山东省潍坊市浮烟山风景区内
山东省,潍坊市,潍坊白浪绿洲高尔夫俱乐部,山东潍坊市水库路6188号
山东省,济宁市,曲阜石门山乡村高尔夫俱乐部,山东曲阜董庄乡石门山
山东省,龙口市,丹岭翠园高尔夫俱乐部,山东省龙口市南山旅游景区
山东省,龙口市,丹岭翠谷高尔夫俱乐部,山东省龙口市南山旅游景区
山西省,太原市,山西太原辰憬高尔夫俱乐部,山西省太原市森园街48号
山西省,太原市,山西隆熹国际高尔夫俱乐部,山西省太原市长风西高速口西峪西街176号
山西省,吕梁市,山西吕梁山高尔夫俱乐部,山西省文水县吕梁山苍儿会生态旅游经济区
山西省,晋中市,山西梅园国际高尔夫球会,山西太谷县郭堡水库梅园旅游度假区
内蒙古自治区,呼和浩特市,内蒙大青山太伟高尔夫俱乐部,内蒙古呼和浩特市新城区保合少乡古路板村
内蒙古自治区,鄂尔多斯市,鄂尔多斯博源国际高尔夫球会,内蒙古鄂尔多斯乌审召工业园区
内蒙古自治区,巴彦卓尔市,内蒙古维信高尔夫俱乐部,内蒙古乌拉特前旗巴音花镇
内蒙古自治区,包头市,包头亚欧体育运动度假村,内蒙古包头市青山区奥林匹克公园内
内蒙古自治区,包头市,内蒙古包头保利高尔夫球会,内蒙古包头市东河区南海湖,
黑龙江省,哈尔滨市,哈尔滨太阳岛国际高尔夫球场,哈尔滨市松北区太阳岛月亮湾8号
黑龙江省,哈尔滨市,哈尔滨国际高尔夫俱乐部,黑龙江哈尔滨市南岗区赣水路63号
辽宁省,大连市,大连友谊国际高尔夫俱乐部,辽宁省大连市金石滩国家4A级旅游度假区东部半岛区
辽宁省,大连市,东方（大连）高尔夫俱乐部,辽宁省大连市金州经济技术开发区
辽宁省,大连市,棒棰岛高尔夫俱乐部,大连市中山区迎宾路1号
辽宁省,沈阳市,沈阳千湖国际高尔夫俱乐部,沈阳沈北新区道义开发区浦北路31号
辽宁省,沈阳市,沈阳美兰湖乡村俱乐部,沈阳市东南部东陵区李相新城内
辽宁省,沈阳市,沈阳世纪高尔夫俱乐部,沈阳市经济技术开发区三期七号街十号路
辽宁省,丹东市,丹东枫叶高尔夫俱乐部,辽宁省丹东市宽甸县天桥沟
陕西省,西安市,西安秦岭峡谷高尔夫俱乐部,陕西西安蓝田县厚镇北峪村
陕西省,西安市,陕西西安国际高尔夫俱乐部,陕西省西安市北郊草滩农场
陕西省,西安市,陕西西安亚建国际高尔夫俱乐部,西安户县草堂旅游度假区内
陕西省,榆林市,榆林大漠绿淘沙高尔夫俱乐部,榆林市榆阳区沙地生态公园
陕西省,宝鸡市,陕西宝鸡都市高尔夫俱乐部,陕西省宝鸡市高新钛谷路88号
宁夏自治区,银川市,黄河高尔夫俱乐部,宁夏回族自治区银川市兴庆区掌政镇碱
宁夏自治区,银川市,颐和乡村高尔夫俱乐部,银川金凤区南绕城高速路口
宁夏自治区,银川市,中山公园高尔夫俱乐部,银川市中山公园
甘肃省,兰州市,甘肃兰州兰山高尔夫俱乐部,甘肃兰州兰山公园龙首山庄内
青海省,西宁市,青海天佑德国际高尔夫俱乐部,青海省西宁市东北互助土族自治县威远镇彩虹路,
新疆自治区,乌鲁木齐市,新疆雪莲山高尔夫俱乐部,新疆乌鲁木齐市水磨沟区温泉西路雪莲山
新疆自治区,喀什市,新疆喀什中坤国际高尔夫球会,新疆喀什市浩罕乡上亚朗水库与疏附县交界处
新疆自治区,克拉玛依市,新疆大漠国际高尔夫俱乐部,新疆克拉玛依市迎宾路39号
上海市,松江区,西上海高尔夫乡村俱乐部,上海市松江区车墩镇车亭公路128号
上海市,浦东区,上海东庄海岸高尔夫俱乐部,上海浦东国际机场东启航路99号,
上海市,浦东区,上海高尔夫球训练中心,上海市张杨北路2700号
上海市,崇明区,上海览海国际高尔夫俱乐部,上海市崇明县陈家镇揽海路55弄
上海市,南汇区,上海滨海高尔夫俱乐部,上海市南江滨海旅游度假区
上海市,南汇区,上海中港高尔夫俱乐部,上海市南汇区惠南镇盐大公路128号
上海市,闵行区,上海大都会高尔夫俱乐部,上海市闵行区七宝镇中春路9988号
上海市,嘉定区,上海东方巴黎乡村俱乐部,上海嘉定区南翔扬子路277号
江苏省,南京市,南京四季天籁俱乐部,江苏南京市江宁区汤山旅游区
江苏省,南京市,南京龙山湖高尔夫度假村,江苏南京句容市白兔镇龙山湖
江苏省,苏州市,上海光明高尔夫俱乐部,江苏昆山市周庄镇环镇西路128号
江苏省,泰州市,泰州华侨城云海湿地球会,泰州市姜堰市溱湖大道2号
江苏省,常州市,常州香树湾高尔夫俱乐部,江苏常州长江东路东首
江苏省,南通市,江苏南通东升国际俱乐部,江苏南通市如东县掘港镇泰山路168号
江苏省,吴江市,江苏吴江同里高尔夫俱乐部,江苏吴江市同里镇九里湖路8号
江苏省,宿迁市,江苏宿迁骆马湖乡村高尔夫俱乐部,江苏宿迁市湖滨新城彩塑路北1号
江苏省,扬州市,扬州东方高尔夫俱乐部,江苏扬州朴席双桥村
浙江省,湖州市,莫干山观云高尔夫球会,浙江湖州市德清县莫干山景区
浙江省,湖州市,浙江凤凰国际高尔夫乡村俱乐部,递铺镇凤凰国际凤凰山南路
浙江省,湖州市,浙江安吉龙王溪乡村俱乐部,浙江安吉环灵峰山休闲度假区
浙江省,湖州市,浙江德清龙山湖国际高尔夫俱乐部,浙江湖州德清县武康镇龙山村
浙江省,台州市,浙江台州鑫源丽晶高尔夫球会,台州市经济开发区学院路888号
浙江省,金华市,浙江东阳横店高尔夫俱乐部,浙江东阳市横店八面山
安徽省,合肥市,合肥紫蓬湾国际高尔夫俱乐部,合肥紫蓬山国家森林公园
安徽省,合肥市,合肥元一国际高尔夫,安徽省合肥市双凤开发区双凤湖畔
安徽省,黄山市,安徽黄山卧虎高尔夫俱乐部,安徽省黄山市黄山区太平湖畔
安徽省,黄山市,黄山松柏高尔夫乡村俱乐部,黄山市屯溪区迎宾大道78号
安徽省,宣城市,宣城龙悦谷高尔夫球会,安徽省宣城市宣州区狸桥镇白马山庄
安徽省,淮北市,安徽淮北口子国际俱乐部,安徽省淮北市人民路
安徽省,六安市,安徽兴茂南山高尔夫俱乐部,安徽省六安市金安区兴茂悠然南山旅游度假区
湖北省,武汉市,武汉东方国际高尔夫俱乐部,武汉市汉阳区江堤乡新新村
湖北省,鄂州市,湖北梁子湖高尔夫俱乐部,武汉市梁子湖生态旅游度假区梁子半岛
湖北省,鄂州市,武汉红莲高尔夫乡村俱乐部,湖北鄂州市华容区红莲湖旅游度假区
湖北省,仙桃市,飞鹭林高尔夫俱乐部,仙桃市五乐台大道1号
湖南省,常德市,湖南汉寿清水湖高尔夫球会,湖南常德汉寿县清水湖
湖南省,张家界市,湖南张家界高尔夫俱乐部,湖南张家界市永定区南庄坪五子坡
四川省,成都市,四川成都北麓乡村高尔夫俱乐部,四川省成都市青白江区祥福镇四方村
四川省,成都市,成都蒲江大溪谷国际乡村俱乐部,成都市蒲江县顺城路88号
四川省,成都市,成都天府乡村高尔夫俱乐部,成都市青羊区光华大道一段光耀三路188号
